acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
-42,323,-928,-5250,-1120,140,-324,-171,724
-42,323,-927,-4340,-1120,70,-322,-180,726
-43,324,-927,-3920,-1050,-70,-327,-177,729
-43,325,-927,-2870,-1050,-70,-325,-169,730
-42,322,-928,-840,-1050,-280,-328,-165,730
-43,324,-929,280,-1050,-420,-325,-165,735
-42,322,-931,-2520,-1400,-350,-324,-171,736
-42,326,-928,-5740,-1400,-350,-319,-171,735
-43,328,-928,-10290,-1400,-70,-316,-159,732
-43,330,-927,-13440,-1470,0,-330,-172,732
-46,333,-924,-13790,-1610,210,-327,-168,730
-44,335,-922,-12040,-1750,350,-327,-172,730
-43,336,-922,-8820,-1750,350,-331,-165,732
-43,337,-925,-5110,-1890,210,-331,-165,739
-43,336,-924,-3710,-1680,70,-321,-163,729
-42,337,-923,-4760,-1680,-70,-337,-165,732
-43,341,-922,-6930,-1540,-70,-325,-168,730
-42,341,-921,-9380,-1470,0,-339,-163,738
-44,342,-921,-9380,-1470,0,-331,-165,729
-44,345,-919,-9660,-1400,-210,-334,-174,730
-44,347,-918,-8540,-1470,-70,-331,-172,732
-43,348,-919,-7350,-1330,0,-327,-175,733
-44,350,-918,-5600,-1330,0,-336,-163,733
-44,349,-920,-5040,-1190,-70,-339,-172,723
-45,351,-918,-6930,-1050,-280,-339,-171,735
-45,353,-918,-8120,-910,-420,-342,-171,735
-44,354,-916,-8610,-840,-490,-345,-169,723
-41,356,-916,-8890,-770,-630,-337,-166,730
-43,356,-914,-7910,-770,-700,-339,-171,727
-43,357,-916,-6090,-700,-770,-339,-175,742
-43,356,-917,-2240,-490,-770,-352,-162,736
-43,357,-917,-490,-770,-630,-343,-171,733
-44,356,-917,-420,-840,-490,-337,-166,735
-43,357,-917,-700,-980,-420,-343,-162,721
-44,357,-917,-1470,-1050,-280,-333,-171,730
-42,359,-915,-3570,-1050,-280,-334,-168,721
-43,360,-914,-6370,-1050,-420,-334,-174,735
-42,361,-914,-7910,-980,-350,-343,-177,729
-42,363,-912,-6930,-1050,-420,-340,-169,738
-43,364,-914,-6230,-1050,-350,-333,-171,727
-43,365,-912,-7070,-910,-350,-342,-166,730
-41,381,-909,-7210,-840,-420,-352,-166,727
-42,367,-915,-10710,-560,-1260,-343,-177,736
-43,365,-916,-22400,560,-3220,-346,-172,729
-51,374,-908,-33110,560,-2870,-343,-160,729
-46,384,-904,-33530,-420,-1470,-348,-166,730
-41,391,-903,-26600,-1190,-560,-351,-166,727
-39,393,-901,-20020,-1890,-70,-358,-168,733
-41,398,-897,-19460,-1960,140,-352,-177,721
-41,401,-895,-21630,-1750,70,-352,-171,727
-40,404,-893,-21490,-1260,-70,-352,-162,732
-44,407,-892,-17710,-1190,-210,-355,-172,727
-40,406,-894,-13650,-910,-420,-360,-174,721
-41,407,-895,-3010,-630,-770,-364,-174,724
-40,407,-895,840,-700,-910,-363,-172,732
-39,407,-896,1400,-490,-980,-363,-175,726
-44,406,-897,1540,-490,-1120,-369,-169,720
-45,405,-898,490,-420,-1120,-366,-169,721
-44,405,-897,-2380,-560,-1050,-361,-178,724
-42,408,-897,-6300,-700,-840,-358,-160,724
-43,411,-893,-10430,-770,-700,-370,-169,721
-44,415,-892,-13580,-840,-630,-369,-180,733
-44,417,-891,-14630,-840,-560,-372,-157,726
-41,416,-891,-12180,-910,-490,-373,-171,724
-40,419,-889,-9380,-1190,-420,-364,-168,733
-40,421,-887,-9170,-1260,-420,-364,-166,724
-42,423,-887,-9590,-1050,-420,-367,-177,726
-43,425,-888,-8610,-980,-420,-375,-163,717
-41,425,-887,-7070,-910,-420,-366,-166,711
-42,427,-885,-6720,-980,-560,-375,-165,723
-42,428,-885,-8820,-770,-840,-379,-168,723
-41,437,-880,-11200,-490,-980,-376,-175,717
-42,436,-880,-11760,-210,-1120,-366,-175,727
-42,433,-882,-14910,700,-2310,-375,-171,718
-38,432,-882,-20790,1680,-3150,-387,-171,736
-40,439,-880,-21700,1610,-2800,-381,-168,727
-40,441,-881,-14840,980,-1960,-376,-171,733
-45,441,-879,-1540,-350,-1190,-378,-172,724
-43,443,-880,-3640,-560,-980,-375,-169,720
-41,446,-878,-7070,-490,-770,-381,-166,723
-42,447,-878,-9450,-560,-630,-382,-169,732
-43,452,-875,-13090,-350,-770,-387,-165,730
-42,457,-872,-16240,-420,-910,-388,-177,733
-50,454,-874,-19390,-70,-1400,-391,-174,720
-44,454,-865,-22750,140,-2100,-394,-160,726
-36,456,-872,-7560,-1120,-1540,-388,-172,730
-38,454,-876,15330,-2310,-420,-391,-168,717
-38,456,-874,11340,-1960,-140,-387,-175,723
-36,460,-866,-13720,-700,-350,-387,-162,723
-40,461,-867,-18340,-490,-560,-385,-178,730
-39,461,-872,-9380,-350,-840,-393,-175,736
-41,460,-872,-4900,-560,-770,-391,-163,726
-42,462,-870,-7490,-630,-700,-393,-172,715
-39,468,-867,-15050,-560,-630,-397,-178,720
-40,471,-862,-24150,-210,-630,-391,-180,726
-40,467,-863,-23870,-280,-980,-391,-174,718
-43,474,-860,-18410,0,-1330,-391,-174,723
-42,485,-857,-15890,980,-2380,-396,-175,717
-44,478,-861,-19880,1820,-2730,-400,-171,715
-44,488,-853,-26040,1960,-2380,-405,-171,714
-35,486,-855,-18620,2940,-4900,-406,-181,721
-29,500,-852,-11410,3220,-5810,-400,-180,712
-36,511,-843,-7560,3360,-6790,-403,-169,714
-41,512,-845,-8260,2590,-6090,-408,-178,721
-32,502,-851,-12740,1400,-3640,-411,-180,714
-33,519,-841,-22330,700,-1540,-411,-183,718
-42,531,-831,-37800,490,-350,-405,-178,720
-45,523,-850,-52850,-490,2380,-418,-174,724
-40,529,-848,-59710,-1540,5110,-435,-177,709
-39,526,-815,-47390,1820,5600,-415,-175,708
-36,534,-819,-35000,3430,5320,-430,-184,709
-37,539,-815,-31220,1470,3990,-433,-180,715
-34,549,-821,-27860,420,3010,-433,-178,721
-38,556,-821,-23030,-770,2100,-436,-172,718
-37,552,-819,-21840,0,2100,-432,-169,706
-31,550,-811,-21000,1540,2520,-439,-177,717
-32,553,-811,-21490,2450,1400,-441,-165,711
-28,560,-803,-24780,2310,-700,-450,-183,711
-29,571,-791,-25620,2730,-2870,-445,-190,712
-28,578,-796,-23590,1610,-3920,-444,-178,712
-31,584,-812,-20230,210,-4060,-447,-180,714
-34,593,-812,-18620,490,-3500,-439,-177,717
-35,592,-803,-17500,3220,-2170,-451,-180,708
-30,579,-791,-19110,6720,-770,-450,-186,703
-26,579,-774,-22540,8050,560,-453,-184,711
-19,581,-771,-20230,6440,-490,-456,-177,711
-20,585,-772,-18410,3080,-2590,-459,-183,709
-24,594,-780,-16660,-420,-4830,-463,-174,714
-30,605,-780,-14070,-2170,-6650,-457,-178,711
-33,609,-779,-12390,-2310,-8190,-456,-178,705
-28,608,-788,-12600,-1470,-8470,-457,-175,700
-26,609,-798,-13790,-770,-6930,-454,-174,717
-30,614,-792,-15050,-700,-4970,-456,-169,711
-22,618,-781,-13090,420,-3710,-468,-178,705
-18,628,-768,-13860,2520,-3010,-454,-187,703
-26,638,-792,-20580,3570,-1470,-457,-184,700
-27,637,-766,-34230,6720,4340,-471,-171,706
-29,632,-756,-35000,9450,7210,-465,-183,699
-25,626,-745,-35560,10710,8960,-472,-174,699
-20,622,-736,-32690,10780,8890,-472,-189,705
-18,628,-728,-27020,9240,7210,-478,-186,694
-16,635,-737,-22190,5950,4340,-483,-186,697
-17,643,-745,-20580,1680,1400,-478,-201,699
-18,652,-746,-19600,-630,-700,-484,-192,699
-14,659,-748,-17920,-910,-1470,-493,-187,702
-12,662,-750,-16380,-70,-1050,-480,-187,703
-13,672,-743,-17500,1260,-140,-484,-186,696
-10,671,-746,-24150,3710,2800,-483,-181,694
-8,673,-741,-27020,4830,4060,-481,-189,690
-10,673,-730,-29820,6300,4900,-496,-186,700
-8,680,-718,-33320,7630,5600,-498,-190,690
-9,673,-707,-36190,8540,6160,-502,-193,693
-5,674,-701,-35980,8750,6300,-504,-196,687
-7,679,-699,-32410,8120,5320,-495,-183,691
-4,681,-693,-28910,7070,3640,-495,-187,690
0,691,-707,-26810,5180,1960,-504,-198,685
-3,700,-711,-25480,3780,280,-513,-204,691
-2,706,-702,-25620,4620,-560,-507,-186,690
5,709,-689,-26040,6510,-420,-510,-190,687
9,711,-679,-27860,7070,840,-516,-202,675
5,713,-676,-28770,5670,560,-525,-195,687
8,717,-675,-31640,3850,-140,-519,-204,681
4,726,-669,-30870,2800,-840,-529,-193,678
3,733,-663,-28420,1890,-1190,-534,-195,675
5,739,-670,-25970,840,-980,-525,-190,682
4,746,-660,-24990,210,-210,-523,-201,676
6,746,-657,-25900,490,1050,-538,-201,672
7,744,-664,-30100,350,2660,-535,-184,669
12,745,-639,-34370,420,3850,-538,-204,666
12,734,-644,-36890,1330,3920,-538,-202,675
11,742,-628,-40880,350,3080,-544,-196,670
9,752,-630,-28350,-770,-1820,-544,-202,666
5,763,-634,-26040,-2660,-4270,-543,-204,670
5,773,-630,-24010,-3290,-5740,-550,-198,661
3,785,-623,-23520,-3010,-5880,-541,-202,666
5,786,-623,-27020,-2100,-4690,-549,-198,658
5,780,-617,-32200,-1050,-2380,-549,-202,664
7,774,-611,-35140,-70,-280,-546,-199,666
7,775,-604,-35840,0,280,-556,-195,666
7,775,-600,-33180,-70,-770,-552,-201,649
3,782,-600,-30800,-630,-2520,-561,-201,654
2,800,-591,-27930,-1190,-4200,-562,-198,654
1,807,-587,-22960,-1960,-5460,-571,-196,655
1,810,-578,-22190,-1540,-4900,-556,-202,661
3,809,-580,-23240,-1120,-4060,-561,-190,648
3,807,-581,-25830,-1190,-3010,-568,-199,646
5,810,-566,-27440,-700,-2310,-562,-198,642
4,810,-562,-28070,-70,-2100,-579,-199,646
2,813,-561,-30940,-770,-2100,-576,-196,643
-1,815,-567,-31430,-1400,-2450,-576,-195,651
-2,819,-556,-30800,-1750,-3080,-579,-196,646
-4,826,-547,-27860,-1120,-3710,-582,-184,645
-2,831,-543,-27160,-980,-4200,-582,-189,640
0,836,-534,-28280,-1330,-4480,-576,-201,642
0,840,-539,-30380,-2240,-3640,-580,-189,634
1,843,-538,-31850,-2170,-3010,-595,-196,628
2,851,-530,-33460,-980,-2310,-598,-192,633
-1,849,-524,-34930,910,-1470,-595,-190,622
-3,847,-512,-38290,2520,-420,-591,-202,628
-5,845,-500,-40040,3710,0,-600,-193,625
-7,849,-500,-39970,3570,-770,-598,-193,622
-4,857,-488,-37800,2310,-1960,-601,-198,628
-2,864,-487,-32760,1330,-3220,-598,-205,618
-2,869,-488,-30450,280,-3850,-603,-190,622
-1,873,-484,-29680,-70,-3640,-609,-181,622
-2,870,-478,-28980,560,-3080,-604,-198,610
-3,867,-470,-28700,1190,-2590,-607,-195,604
-4,873,-452,-28210,1190,-3010,-612,-196,609
-5,882,-455,-24150,-560,-5950,-612,-198,610
-5,892,-455,-23940,-2240,-6860,-613,-198,606
-6,901,-453,-24220,-2940,-6370,-616,-196,609
-9,902,-453,-25270,-2590,-4550,-615,-195,606
-10,896,-449,-27370,-1890,-2030,-625,-196,606
-10,891,-439,-28070,-980,140,-636,-196,597
-8,887,-433,-27790,-420,1330,-630,-196,597
-8,891,-426,-27510,-700,1190,-625,-183,600
-6,893,-420,-26600,-1400,140,-622,-198,594
-8,896,-417,-25690,-2380,-840,-622,-193,592
-7,904,-414,-25550,-3500,-1610,-631,-201,604
-10,907,-415,-24150,-3920,-2520,-625,-195,606
-12,911,-412,-25620,-3710,-2380,-631,-186,591
-13,909,-410,-25410,-2520,-2100,-636,-196,597
-11,906,-399,-25690,-1610,-1750,-639,-193,589
-13,907,-393,-25060,-840,-1960,-627,-198,586
-13,913,-388,-26110,-1050,-2660,-640,-192,589
-11,916,-382,-25830,-1190,-3500,-643,-192,577
-11,944,-404,-26180,-1960,-3850,-636,-207,583
-8,922,-374,-23380,-1330,-2590,-639,-196,580
-7,921,-375,-22680,560,280,-645,-190,582
-11,921,-371,-25760,840,630,-643,-190,586
-14,927,-362,-26530,910,560,-648,-193,580
-14,929,-356,-26950,980,490,-646,-189,573
-11,929,-352,-28000,1120,490,-649,-196,565
-9,933,-349,-29050,1190,560,-652,-193,567
-10,933,-348,-28420,1260,560,-649,-198,564
-9,938,-336,-27230,1190,560,-651,-196,570
-8,937,-333,-24780,1470,420,-652,-193,567
-8,937,-331,-24920,1260,490,-655,-196,568
-9,939,-326,-25970,910,840,-655,-189,567
-11,943,-321,-26250,630,1050,-652,-202,555
-10,944,-320,-26740,560,1120,-655,-193,558
-9,945,-318,-27020,910,840,-664,-195,559
-7,951,-300,-26110,1400,490,-654,-193,555
-7,952,-298,-23520,1750,70,-661,-198,558
-5,952,-291,-23590,1610,140,-660,-202,549
-5,951,-292,-24430,1680,280,-661,-196,556
-8,952,-289,-26460,1400,490,-664,-195,562
-8,953,-289,-26110,1050,630,-658,-201,558
-5,954,-287,-24710,980,630,-672,-190,544
-3,957,-276,-24570,1400,490,-678,-201,543
-5,956,-281,-25130,2450,140,-663,-192,532
-6,962,-264,-24710,3010,-70,-669,-196,540
-5,960,-269,-20090,3640,-630,-673,-202,535
-3,966,-243,-19810,3010,-420,-684,-190,532
-4,965,-247,-18270,4410,-840,-679,-187,538
-5,965,-253,-21630,2450,0,-681,-193,532
-4,966,-240,-22400,1610,350,-667,-195,534
-4,965,-244,-22260,1610,280,-679,-190,525
-5,968,-242,-21980,1050,560,-681,-202,525
-4,969,-237,-20440,700,630,-678,-195,526
-4,969,-234,-18690,770,280,-679,-195,520
-3,971,-231,-17920,1050,210,-681,-201,534
-1,972,-229,-18060,1050,280,-681,-187,519
-1,972,-225,-18550,700,350,-670,-208,522
-3,974,-222,-19880,0,560,-678,-202,532
-2,973,-215,-21210,-420,630,-682,-207,526
-1,974,-211,-19530,560,210,-679,-207,528
-2,975,-204,-19460,1050,140,-688,-190,526
-2,976,-201,-21140,770,350,-688,-204,519
0,976,-197,-23100,420,700,-685,-196,511
-1,979,-193,-24710,350,1050,-685,-210,511
-1,981,-189,-26250,350,1400,-696,-201,517
-1,981,-186,-27090,140,1470,-696,-196,513
0,981,-181,-26950,-70,1470,-685,-195,508
0,983,-180,-26810,-420,1540,-699,-201,511
0,984,-172,-27300,-700,1610,-693,-186,499
0,985,-160,-28560,-1050,1610,-690,-201,499
0,985,-154,-29540,-1050,1400,-694,-202,493
1,988,-149,-29120,-980,1330,-688,-195,501
1,990,-143,-28980,-770,1190,-693,-195,490
1,989,-140,-28000,-420,1120,-693,-196,499
2,989,-138,-26250,-140,1050,-700,-204,481
1,995,-133,-24920,-420,980,-696,-204,489
1,992,-127,-24010,-840,840,-699,-202,484
1,991,-126,-22260,-980,140,-693,-199,487
2,992,-122,-20580,-420,-420,-699,-198,505
2,992,-120,-20090,280,-700,-699,-202,474
2,992,-113,-20370,1120,-910,-714,-195,472
1,994,-105,-20510,2170,-1050,-705,-202,487
2,994,-101,-23730,910,-910,-705,-195,486
2,994,-98,-23730,1120,-910,-696,-202,475
2,995,-93,-23450,1120,-980,-712,-208,465
1,995,-89,-23030,1260,-980,-705,-198,463
3,994,-84,-21910,1680,-1050,-717,-199,463
3,996,-81,-21700,1540,-910,-712,-204,468
2,996,-76,-21770,1190,-770,-709,-202,474
2,997,-74,-20370,910,-770,-718,-207,466
2,997,-71,-19110,70,-420,-724,-210,457
2,997,-68,-17780,-490,-70,-709,-198,468
2,996,-67,-15960,-630,0,-705,-204,466
0,997,-64,-13580,-140,-140,-708,-196,463
2,998,-61,-11690,1260,-280,-715,-210,459
1,997,-58,-11130,2100,-280,-715,-198,463
2,997,-55,-11060,2380,-350,-709,-210,456
2,999,-54,-10500,2520,-560,-712,-202,460
1,998,-54,-10500,1470,-630,-717,-207,454
1,998,-52,-11200,420,-350,-715,-204,462
2,999,-50,-13020,-280,-70,-708,-201,459
1,999,-46,-16940,-1400,210,-720,-211,459
3,999,-41,-20650,-2170,280,-708,-202,445
3,1001,-36,-24430,-2660,490,-715,-213,438
2,1001,-27,-27230,-2870,490,-718,-199,451
4,1001,-20,-29890,-2310,630,-715,-201,450
5,1001,-13,-32690,-2380,1120,-712,-196,441
4,999,-6,-32620,-1680,1400,-729,-201,447
5,999,-2,-29190,-490,1260,-715,-199,436
5,999,1,-24150,770,700,-717,-202,435
5,999,3,-20020,1330,-140,-724,-205,441
4,1000,4,-16730,1540,-560,-723,-205,420
3,1001,6,-14840,1470,-560,-726,-195,433
3,1000,9,-14910,1190,-490,-721,-201,436
3,998,12,-15540,1330,-420,-726,-198,424
3,998,17,-15960,1470,-420,-717,-199,430
3,999,23,-13860,2170,-770,-718,-201,420
3,1000,22,-5390,2030,-1260,-732,-198,429
3,1000,19,840,1540,-1260,-730,-196,423
4,1001,14,6020,770,-1120,-724,-202,426
3,1000,13,6090,-700,-840,-726,-196,429
3,1000,13,1890,-2100,-770,-727,-201,426
3,1000,15,-1540,-2380,-910,-732,-202,433
3,1000,16,-4060,-2030,-1190,-726,-205,441
3,1000,19,-5320,-1470,-1190,-732,-205,418
3,1001,18,-5460,-980,-1120,-718,-205,438
3,1000,19,-5040,-910,-1120,-730,-201,424
2,1000,20,-4550,-840,-980,-729,-193,424
2,1000,20,-3500,-700,-910,-726,-202,429
2,999,21,-2240,-210,-770,-733,-202,429
2,999,22,-3430,-490,-700,-726,-192,430
3,1000,24,-4550,-980,-700,-730,-202,436
2,1000,24,-4340,-980,-700,-726,-199,426
3,999,25,-3010,-1050,-700,-729,-207,427
2,998,25,-840,-980,-700,-729,-204,433
2,1000,23,2310,-980,-700,-732,-202,423
3,999,21,5250,-910,-700,-726,-205,429
2,1000,18,6860,-840,-700,-724,-204,429
2,1000,17,6300,-770,-700,-724,-196,430
2,999,17,4410,-420,-700,-720,-193,424
2,999,18,2310,140,-630,-729,-204,426
2,999,19,-630,-70,-770,-730,-202,423
3,1001,18,-1050,-350,-840,-724,-196,436
3,1000,19,-840,-700,-910,-723,-202,430
3,1000,19,-630,-980,-910,-732,-204,427
4,999,19,0,-980,-910,-723,-193,430
3,1000,19,1120,-1050,-770,-726,-202,433
3,1000,18,2520,-1050,-770,-727,-205,427
2,1001,17,3920,-1330,-840,-720,-199,420
3,1000,15,4550,-1610,-910,-730,-202,433
3,1000,14,4130,-1820,-910,-724,-204,436
4,999,13,3360,-1820,-910,-721,-190,426
3,1000,13,2940,-1750,-910,-723,-201,429
3,1001,12,2240,-1400,-840,-723,-201,424
2,1000,11,1820,-1260,-840,-735,-201,433
3,1001,13,1330,-1120,-770,-720,-207,436
2,999,12,1050,-1120,-770,-717,-201,430
2,1000,12,1190,-1190,-770,-726,-214,436
2,999,11,1400,-1330,-700,-717,-193,429
2,1000,10,1540,-1470,-770,-723,-205,436
2,1000,10,1400,-1540,-770,-729,-202,435
4,999,10,1190,-1470,-840,-729,-198,427
4,1000,11,630,-1400,-840,-720,-201,429
3,1000,10,140,-1260,-840,-711,-192,432
2,1000,11,-140,-1120,-840,-723,-195,433
2,1001,11,-840,-980,-840,-712,-196,433
2,1000,12,-1050,-980,-770,-726,-198,438
2,1000,11,-1050,-980,-770,-711,-193,435
3,1000,11,-770,-980,-770,-726,-192,432
2,1000,11,-350,-910,-770,-723,-202,438
2,1000,10,-140,-980,-770,-723,-204,433
1,1000,10,0,-910,-700,-729,-199,424
3,1000,11,-350,-910,-770,-720,-204,430
4,999,11,-910,-910,-770,-721,-207,433
3,1000,11,-1680,-910,-700,-720,-199,427
2,1000,12,-2030,-770,-770,-718,-196,430
3,999,13,-2170,-630,-840,-726,-205,432
3,1000,13,-2170,-700,-770,-729,-204,439
3,999,13,-2030,-770,-770,-729,-204,432
3,999,14,-1750,-840,-770,-726,-196,436
3,999,13,-1400,-840,-770,-727,-198,432
2,998,14,-1330,-700,-700,-724,-208,429
3,999,14,-1400,-560,-700,-721,-198,436
4,1000,15,-1610,-490,-700,-727,-208,441
2,1000,15,-1610,-420,-770,-732,-193,439
3,1001,15,-1330,-560,-770,-724,-205,424
3,999,15,-1330,-630,-770,-718,-198,429
4,999,15,-1610,-630,-770,-727,-207,435
3,1000,17,-2660,-630,-700,-726,-202,426
3,1000,17,-2800,-560,-700,-732,-205,436
3,1000,17,-2520,-630,-700,-724,-196,432
4,999,17,-1960,-700,-770,-739,-195,436
3,999,17,-1540,-840,-770,-723,-202,436
3,999,18,-1470,-840,-770,-729,-198,436
3,1000,17,-1610,-840,-770,-729,-207,436
3,1000,17,-1960,-700,-840,-723,-201,430
3,1001,19,-2170,-700,-840,-724,-204,433
2,999,19,-2450,-770,-840,-730,-205,426
2,999,20,-2240,-910,-770,-729,-201,426
3,1000,19,-1050,-980,-770,-729,-201,429
3,1000,18,-490,-770,-700,-724,-204,427
2,1000,19,-630,-630,-630,-727,-204,424
3,1000,19,-1120,-490,-630,-729,-211,426
3,1000,20,-1680,-420,-630,-712,-207,435
4,1000,21,-1960,-490,-700,-724,-202,430
3,1000,21,-1540,-630,-770,-724,-198,433
4,1000,21,-1050,-770,-770,-720,-205,430
4,1000,21,-700,-840,-700,-726,-199,429
3,1000,21,-490,-910,-770,-730,-192,424
3,1000,20,-630,-910,-770,-718,-201,426
3,999,23,-1120,-910,-840,-721,-198,429
3,1000,22,-1050,-910,-910,-718,-205,433
3,1000,21,-490,-1120,-840,-723,-193,421
3,1001,21,630,-1260,-770,-724,-207,433
2,1000,19,1540,-1400,-700,-729,-204,427
3,1000,19,1470,-1400,-770,-718,-205,430
4,998,20,840,-1190,-700,-717,-210,429
3,999,19,560,-1050,-770,-721,-205,432
3,998,20,70,-910,-770,-726,-202,426
4,999,20,-420,-910,-910,-732,-202,432
3,1001,20,-630,-840,-980,-729,-199,429
3,1000,20,-840,-910,-910,-723,-205,424
3,1000,20,-1190,-980,-840,-721,-207,435
4,999,21,-1540,-980,-840,-727,-202,430
3,999,21,-2030,-560,-700,-727,-198,426
3,999,22,-2590,-350,-700,-730,-214,427
3,999,22,-3080,-210,-700,-727,-205,430
3,1000,24,-3430,-140,-770,-720,-205,435
2,1000,24,-3710,-280,-770,-726,-204,432
3,1000,25,-3570,-490,-770,-735,-201,433
3,999,26,-3360,-630,-700,-718,-196,427
3,1000,26,-2800,-630,-630,-720,-201,421
3,998,26,-2310,-700,-630,-730,-204,429
4,1000,27,-1820,-700,-700,-729,-196,421
4,999,27,-1190,-770,-700,-730,-199,435
4,998,25,490,-770,-770,-729,-211,429
3,1000,24,770,-770,-840,-721,-207,420
4,999,25,420,-770,-910,-733,-196,426
3,1000,26,140,-700,-980,-729,-207,421
2,1000,26,210,-700,-1050,-729,-201,421
3,1000,25,630,-770,-1050,-732,-192,424
2,1000,25,1050,-840,-980,-724,-187,433
2,1000,25,1890,-1050,-910,-724,-204,426
3,999,24,2730,-1260,-910,-726,-207,427
3,999,23,3360,-1400,-770,-727,-214,420
2,999,22,3640,-1400,-770,-727,-204,435
2,1001,21,3430,-1330,-840,-726,-205,430
3,1001,21,2030,-980,-980,-733,-210,432
3,999,21,1470,-910,-980,-727,-204,426
3,999,20,1260,-1050,-980,-723,-210,427
2,1000,21,1190,-1190,-1050,-736,-205,426
3,1000,20,1330,-1330,-980,-735,-204,436
2,1000,19,1820,-1330,-910,-727,-202,430
3,1000,18,1820,-1260,-910,-727,-192,430
3,1000,18,1330,-1120,-840,-724,-205,433
4,1000,20,910,-840,-770,-730,-207,421
2,999,19,700,-840,-840,-732,-190,432
4,1000,18,770,-910,-980,-724,-207,421
3,1001,18,910,-980,-980,-729,-196,418
3,1000,17,1190,-1190,-910,-732,-199,426
4,1000,17,1190,-1260,-910,-726,-198,423
3,1000,17,910,-1190,-840,-732,-202,429
4,1000,16,630,-1190,-840,-732,-202,430
3,1000,16,420,-1120,-840,-724,-195,424
4,1000,18,140,-980,-770,-720,-208,429
3,999,17,70,-910,-840,-727,-201,424
4,1001,17,210,-980,-840,-723,-199,424
2,1000,16,490,-980,-840,-729,-207,435
3,1000,16,560,-1120,-910,-727,-196,430
4,1000,17,350,-1120,-840,-718,-199,429
3,1000,17,0,-1050,-840,-724,-199,421
2,1000,17,-70,-980,-840,-721,-204,433
2,1001,16,140,-1050,-840,-720,-202,438
3,1001,16,490,-1120,-770,-715,-201,423
2,1000,15,700,-1050,-770,-723,-205,424
3,999,15,840,-1190,-840,-727,-199,438
3,1000,15,490,-980,-770,-720,-207,436
3,999,17,-210,-840,-840,-727,-201,430
3,1000,16,-770,-630,-840,-721,-211,441
4,1001,17,-700,-630,-910,-724,-199,433
2,1000,17,-70,-840,-910,-721,-198,432
4,1000,15,490,-980,-840,-723,-201,430
3,999,15,630,-1120,-840,-721,-196,426
3,1000,15,70,-1050,-770,-724,-202,438
3,1000,16,-280,-980,-770,-721,-196,433
4,1000,16,-630,-910,-770,-721,-204,433
3,1001,16,-980,-910,-770,-712,-199,435
3,1000,16,-840,-840,-840,-724,-201,436
3,999,16,-350,-910,-770,-723,-201,438
2,1000,16,140,-980,-770,-720,-204,436
2,1001,15,350,-910,-770,-723,-204,433
4,1000,15,210,-910,-770,-732,-205,432
3,1000,15,0,-910,-770,-718,-208,432
3,1000,15,70,-980,-840,-720,-207,436
3,1000,14,-70,-980,-840,-727,-196,417
3,1000,15,-560,-980,-770,-720,-208,445
3,1000,16,-1260,-770,-770,-723,-210,430
3,1000,15,-1750,-630,-840,-727,-204,442
3,1000,17,-1960,-490,-840,-724,-202,432
3,1000,18,-2100,-420,-840,-729,-207,427
3,1001,18,-1820,-420,-840,-729,-198,420
3,1000,17,-1190,-630,-770,-721,-204,426
4,1000,17,-280,-840,-840,-724,-211,427
3,1000,17,490,-980,-770,-712,-201,427
4,1001,15,770,-1050,-770,-730,-198,433
4,1000,15,490,-1050,-770,-727,-192,436
2,1000,16,210,-910,-770,-735,-205,423
2,999,16,-70,-910,-840,-724,-208,433
2,1000,16,-350,-980,-840,-720,-205,424
3,999,16,-490,-980,-840,-724,-205,435
3,1000,17,-630,-910,-840,-732,-195,441
3,1000,17,-770,-910,-910,-723,-207,432
3,1000,16,-910,-910,-910,-720,-195,427
4,1000,17,-1120,-910,-840,-727,-205,427
3,1000,17,-1120,-840,-770,-721,-207,429
3,1000,17,-840,-910,-840,-721,-198,433
3,1000,16,-420,-910,-770,-717,-201,429
3,1001,17,140,-980,-770,-721,-201,424
3,1000,16,70,-980,-770,-729,-205,435
2,1000,17,-70,-1050,-840,-723,-204,432
3,999,18,-420,-980,-840,-721,-205,430
3,1000,18,-770,-980,-770,-732,-192,429
3,1001,17,-700,-910,-770,-714,-202,433
3,1000,18,-140,-910,-840,-715,-199,433
4,1000,16,490,-910,-840,-730,-201,430
4,1000,16,560,-910,-840,-718,-204,430
4,1000,16,-280,-980,-770,-721,-199,433
3,1000,18,-1050,-910,-770,-727,-208,427
3,999,18,-1680,-630,-770,-718,-201,436
2,1000,19,-1400,-630,-770,-721,-195,432
3,999,18,-910,-770,-840,-733,-201,432
3,999,18,-280,-910,-840,-726,-208,441
4,1000,18,280,-980,-770,-721,-195,430
3,1001,16,350,-980,-700,-727,-204,438
3,1000,17,70,-980,-630,-730,-202,423
3,999,17,-770,-770,-490,-732,-210,426
4,1000,18,-1750,-420,-490,-729,-201,438
3,1000,18,-2380,-280,-630,-729,-204,433
3,999,19,-2730,-280,-700,-718,-207,426
3,999,20,-2870,-280,-630,-720,-205,429
3,1000,20,-2380,-350,-770,-727,-201,438
3,999,21,-2240,-420,-770,-729,-202,433
3,999,21,-2170,-490,-700,-720,-202,423
3,999,22,-2030,-560,-700,-721,-205,430
3,999,22,-1890,-700,-700,-727,-208,432
4,999,22,-1470,-700,-700,-729,-196,427
3,999,22,-910,-770,-770,-723,-205,430
